Date,Open,High,Low,Close,Volume,Market Cap
17-Sep-16,11.72,11.93,11.54,11.78,385226.00,"79,017,600"
16-Sep-16,12.21,12.27,11.64,11.72,519023.00,"82,343,700"
15-Sep-16,12.74,12.74,12.14,12.21,592210.00,"85,882,800"
14-Sep-16,13,13,12.36,12.71,683059.00,"87,620,200"
13-Sep-16,12.31,13,12.1,13,775508.00,"82,919,500"
12-Sep-16,11.16,12.82,11.1,12.26,1357900.00,"75,150,600"
11-Sep-16,11.42,11.62,10.96,11.14,583102.00,"76,892,700"
10-Sep-16,11.2,11.47,11.01,11.42,748265.00,"75,337,800"
9-Sep-16,11.68,11.68,11.14,11.22,453318.00,"78,568,100"
8-Sep-16,11.28,11.69,11.24,11.69,637683.00,"75,879,400"
7-Sep-16,10.94,11.4,10.83,11.28,669651.00,"73,555,700"
6-Sep-16,11.27,11.36,10.92,10.92,532044.00,"75,719,300"
5-Sep-16,11.36,11.69,11.13,11.27,639547.00,"76,235,500"
4-Sep-16,11.36,11.56,10.72,11.39,966253.00,"76,192,100"
3-Sep-16,11.37,11.54,10.85,11.45,1215250.00,"76,249,000"
2-Sep-16,11.46,11.55,11.33,11.36,790593.00,"76,804,400"
1-Sep-16,11.89,11.93,11.37,11.45,651970.00,"79,693,100"
31-Aug-16,11.77,12.2,11.45,11.89,961216.00,"78,856,900"
30-Aug-16,11.65,11.9,11.43,11.77,761521.00,"78,030,000"
29-Aug-16,12.36,12.79,10.91,11.68,1761660.00,"82,747,200"
28-Aug-16,12.59,12.8,12.19,12.42,932715.00,"84,279,100"
27-Aug-16,12.75,12.86,12.33,12.57,2547960.00,"85,354,600"
26-Aug-16,12.29,12.86,11.96,12.74,736721.00,"82,202,600"
25-Aug-16,13.31,13.45,12.3,12.31,935742.00,"89,033,500"
24-Aug-16,13.49,13.62,12.95,13.28,797964.00,"90,187,900"
23-Aug-16,14.35,14.35,12.63,13.42,1404690.00,"95,908,200"
22-Aug-16,13.41,14.45,13.41,14.21,1409370.00,"89,571,100"
21-Aug-16,13.09,13.69,12.97,13.41,1177950.00,"87,463,500"
20-Aug-16,13.75,14.09,12.93,13.1,1451660.00,"91,807,800"
19-Aug-16,13.83,14.83,13.3,13.78,2879380.00,"92,310,700"
18-Aug-16,12.45,14.18,12.45,13.86,2019880.00,"83,107,600"
17-Aug-16,12.91,13.05,12.25,12.55,1054880.00,"86,139,000"
16-Aug-16,13.23,13.32,11.48,12.87,2724180.00,"88,224,700"
15-Aug-16,14.52,14.94,12.6,13.3,3240540.00,"96,808,800"
14-Aug-16,12.82,15.05,12.74,14.48,3708120.00,"85,451,600"
13-Aug-16,12.56,13.61,12.09,12.91,1847650.00,"83,697,900"
12-Aug-16,11.09,12.86,10.77,12.59,2030400.00,"73,849,400"
11-Aug-16,10.44,11.22,10.4,11.08,534511.00,"69,495,500"
10-Aug-16,10.32,10.51,10.23,10.44,357513.00,"68,670,400"
9-Aug-16,10.35,10.56,10.29,10.3,365466.00,"68,887,400"
8-Aug-16,10.34,10.51,10.1,10.38,453814.00,"68,797,400"
7-Aug-16,10.59,10.65,10.13,10.35,458848.00,"70,393,200"
6-Aug-16,9.71,10.71,9.69,10.55,638130.00,"64,524,400"
5-Aug-16,9.53,9.83,9.45,9.72,284062.00,"63,292,400"
4-Aug-16,9.32,9.55,9.21,9.53,413348.00,"61,830,600"
3-Aug-16,9.29,9.64,9.11,9.33,719797.00,"61,646,200"
2-Aug-16,10.02,10.24,9.06,9.16,1182910.00,"66,476,200"
1-Aug-16,9.45,10.48,9.45,9.9,1088710.00,"62,649,200"
31-Jul-16,9.18,9.57,9,9.51,318887.00,"60,871,400"
30-Jul-16,9.45,9.48,9.19,9.22,275617.00,"62,575,400"
29-Jul-16,9.32,9.47,9.3,9.46,212714.00,"61,710,300"
28-Jul-16,9.15,9.35,9.15,9.31,237187.00,"60,591,800"
27-Jul-16,8.9,9.33,8.77,9.15,378749.00,"58,881,400"
26-Jul-16,9.15,9.21,8.63,8.86,531920.00,"60,513,500"
25-Jul-16,9.24,9.27,8.99,9.13,314414.00,"61,086,400"
24-Jul-16,9.36,9.78,9.21,9.21,370757.00,"61,901,200"
23-Jul-16,9.27,9.47,9.07,9.31,435897.00,"61,282,500"
22-Jul-16,8.95,9.55,8.89,9.25,867493.00,"59,167,400"
21-Jul-16,8.43,9.06,8.32,8.96,435825.00,"55,692,500"
20-Jul-16,8.53,8.57,8.31,8.44,287009.00,"56,317,100"
19-Jul-16,8.22,8.57,8.18,8.5,410793.00,"54,269,700"
18-Jul-16,8.15,8.29,8.1,8.22,273466.00,"53,774,400"
17-Jul-16,8.25,8.33,8.06,8.12,248488.00,"54,402,400"
16-Jul-16,8.09,8.34,8.06,8.26,284036.00,"53,338,100"
15-Jul-16,7.73,8.34,7.69,8.09,365346.00,"50,959,600"
14-Jul-16,7.86,7.91,7.7,7.75,194024.00,"51,797,100"
13-Jul-16,7.86,7.97,7.72,7.84,289681.00,"51,798,100"
12-Jul-16,7.97,8.26,7.82,7.84,474628.00,"52,526,000"
11-Jul-16,7.44,8.05,7.41,7.96,672593.00,"48,979,600"
10-Jul-16,7.35,7.49,7.3,7.42,268877.00,"48,381,600"
9-Jul-16,7.47,7.47,7.01,7.36,268561.00,"49,132,300"
8-Jul-16,6.98,7.48,6.95,7.45,314761.00,"45,903,300"
7-Jul-16,6.98,7.19,6.77,7.03,425808.00,"45,914,000"
6-Jul-16,6.94,7.13,6.9,6.98,243442.00,"45,565,800"
5-Jul-16,7.09,7.09,6.83,6.99,237373.00,"46,521,100"
4-Jul-16,7.02,7.24,6.91,7.08,189054.00,"46,064,500"
3-Jul-16,7.19,7.31,6.99,7.01,259776.00,"47,136,900"
2-Jul-16,7.23,7.43,7.09,7.18,279444.00,"47,384,100"
1-Jul-16,7.13,7.39,7.11,7.24,251575.00,"46,722,200"
30-Jun-16,6.99,7.24,6.94,7.13,331408.00,"45,834,900"
29-Jun-16,6.92,7.05,6.86,6.99,255225.00,"45,323,300"
28-Jun-16,7.06,7.16,6.88,6.91,286458.00,"46,253,800"
27-Jun-16,6.78,7.04,6.68,7.01,264512.00,"44,373,000"
26-Jun-16,6.86,7.18,6.72,6.78,275629.00,"44,928,500"
25-Jun-16,7.11,7.25,6.65,6.86,463260.00,"46,535,500"
24-Jun-16,7.24,7.64,6.88,7.13,552216.00,"47,338,400"
23-Jun-16,7.38,7.51,6.91,7.24,425205.00,"48,274,600"
22-Jun-16,7.75,8.02,7.29,7.34,552499.00,"50,640,100"
21-Jun-16,8.27,8.42,7.64,7.78,568810.00,"54,017,900"
20-Jun-16,7.99,8.31,7.9,8.29,572251.00,"52,181,400"
19-Jun-16,8.16,8.32,7.94,7.99,556704.00,"53,314,500"
18-Jun-16,8.36,8.62,8.05,8.16,448647.00,"54,565,000"
17-Jun-16,8.66,8.91,8.1,8.36,545419.00,"56,515,800"
16-Jun-16,8.16,8.68,8.16,8.59,368946.00,"53,254,500"
15-Jun-16,8.2,8.58,8,8.14,491191.00,"53,485,800"
14-Jun-16,7.71,8.41,7.63,8.2,584298.00,"50,283,500"
13-Jun-16,7.65,7.99,7.46,7.72,600793.00,"49,887,200"
12-Jun-16,7.93,8.03,7.48,7.66,897877.00,"51,676,400"
11-Jun-16,7.83,7.95,7.61,7.9,475115.00,"50,999,700"
10-Jun-16,7.79,8.12,7.78,7.84,475334.00,"50,749,400"
9-Jun-16,7.88,7.94,7.72,7.82,303753.00,"51,262,200"
8-Jun-16,7.93,8.04,7.68,7.88,272918.00,"51,607,300"
7-Jun-16,7.77,8.01,7.68,7.91,339881.00,"50,576,500"
6-Jun-16,7.59,7.86,7.58,7.77,302748.00,"49,284,900"
5-Jun-16,8.04,8.17,7.58,7.58,537053.00,"52,188,400"
4-Jun-16,8.06,8.2,7.85,8.05,445286.00,"52,311,100"
3-Jun-16,8.12,8.31,7.78,8.06,447007.00,"52,712,500"
2-Jun-16,8.23,8.24,7.93,8.1,318685.00,"53,381,300"
1-Jun-16,8.18,8.37,8.08,8.26,320823.00,"53,022,100"
31-May-16,8.19,8.39,7.99,8.18,341324.00,"53,077,100"
30-May-16,8.19,8.36,8.12,8.2,212989.00,"53,108,400"
29-May-16,7.85,8.53,7.76,8.19,400555.00,"50,832,500"
28-May-16,7.47,7.94,7.41,7.85,367974.00,"48,377,400"
27-May-16,7.42,7.56,7.08,7.5,414196.00,"48,036,000"
26-May-16,7.62,7.71,7.34,7.39,206517.00,"49,323,000"
25-May-16,7.75,7.86,7.46,7.61,310684.00,"50,146,500"
24-May-16,8.09,8.19,7.72,7.76,312203.00,"52,305,900"
23-May-16,8.06,8.17,7.92,8.1,228942.00,"52,138,500"
22-May-16,8.27,8.32,8.03,8.1,308676.00,"53,437,600"
21-May-16,7.95,8.4,7.76,8.24,362889.00,"51,377,400"
20-May-16,7.67,8.68,7.66,7.95,630261.00,"49,545,300"
19-May-16,7.39,7.81,7.35,7.7,390961.00,"47,690,800"
18-May-16,7.4,7.43,7.27,7.39,232479.00,"47,795,000"
17-May-16,7.27,7.41,7.22,7.41,233869.00,"46,923,900"
16-May-16,7.02,7.73,7.01,7.27,624372.00,"45,260,900"
15-May-16,6.95,7.07,6.86,7,163629.00,"44,791,400"
14-May-16,6.95,6.99,6.79,6.95,215702.00,"44,780,500"
13-May-16,6.8,6.98,6.7,6.97,282706.00,"43,815,200"
12-May-16,6.76,6.84,6.61,6.78,224735.00,"43,524,000"
11-May-16,6.82,6.84,6.65,6.76,214337.00,"43,892,000"
10-May-16,6.59,6.81,6.52,6.79,275287.00,"42,439,700"
9-May-16,6.68,6.69,6.55,6.59,172995.00,"42,968,300"
8-May-16,6.58,6.77,6.55,6.69,164290.00,"42,348,300"
7-May-16,6.75,6.78,6.53,6.58,254392.00,"43,408,500"
6-May-16,6.82,6.84,6.67,6.77,215622.00,"43,824,200"
5-May-16,6.84,6.88,6.74,6.82,186158.00,"43,921,600"
4-May-16,6.79,6.9,6.76,6.84,196202.00,"43,558,700"
3-May-16,6.8,6.88,6.75,6.8,180138.00,"43,619,700"
2-May-16,6.79,6.87,6.64,6.83,265828.00,"43,546,600"
1-May-16,6.82,6.87,6.69,6.79,229207.00,"43,733,100"
30-Apr-16,6.62,6.86,6.56,6.83,293789.00,"42,428,700"
29-Apr-16,6.46,6.67,6.32,6.6,281894.00,"41,360,700"
28-Apr-16,6.33,6.56,6.25,6.46,224846.00,"40,567,700"
27-Apr-16,6.1,6.62,5.95,6.28,422258.00,"39,041,800"
26-Apr-16,6.21,6.24,5.81,6.08,249141.00,"39,730,900"
25-Apr-16,6.43,6.43,6.13,6.17,269831.00,"41,150,900"
24-Apr-16,6.5,6.61,6.37,6.44,236604.00,"41,556,400"
23-Apr-16,6.28,6.52,6.18,6.51,241922.00,"40,127,700"
22-Apr-16,6.22,6.38,6.09,6.28,239961.00,"39,777,400"
21-Apr-16,6.35,6.42,6.19,6.19,187613.00,"40,558,500"
20-Apr-16,6.4,6.52,6.31,6.35,247651.00,"40,880,000"
19-Apr-16,6.24,6.44,6.21,6.39,204854.00,"39,811,000"
18-Apr-16,6.36,6.41,6.07,6.23,211282.00,"40,579,000"
17-Apr-16,6.31,6.45,6.23,6.4,206734.00,"40,252,900"
16-Apr-16,6.02,6.43,5.97,6.3,287896.00,"38,397,000"
15-Apr-16,6.42,6.42,5.98,6.03,303991.00,"40,914,100"
14-Apr-16,6.51,6.53,6.34,6.41,218510.00,"41,460,300"
13-Apr-16,6.5,6.56,6.4,6.51,223697.00,"41,411,000"
12-Apr-16,6.36,6.58,6.3,6.5,334270.00,"40,479,000"
11-Apr-16,6.51,6.63,6.3,6.35,230475.00,"41,432,300"
10-Apr-16,6.68,6.89,6.12,6.54,874074.00,"42,484,800"
9-Apr-16,6.98,6.99,6.28,6.68,490236.00,"44,418,900"
8-Apr-16,6.88,7.08,6.88,6.99,218748.00,"43,766,400"
7-Apr-16,7.02,7.1,6.9,6.9,174662.00,"44,628,000"
6-Apr-16,7.06,7.17,7,7.02,189714.00,"44,799,200"
5-Apr-16,6.97,7.37,6.97,7.07,420016.00,"44,231,400"
4-Apr-16,7,7.05,6.88,6.96,141900.00,"44,373,200"
3-Apr-16,7.05,7.13,6.65,7,351429.00,"44,718,800"
2-Apr-16,7.12,7.21,7.04,7.05,157191.00,"45,096,900"
1-Apr-16,6.9,7.1,6.71,7.07,189159.00,"43,693,200"
31-Mar-16,6.78,6.98,6.78,6.88,220521.00,"42,907,900"
30-Mar-16,7.09,7.11,6.76,6.78,280500.00,"44,853,600"
29-Mar-16,7.06,7.18,6.88,7.08,268689.00,"44,656,600"
28-Mar-16,7.05,7.37,6.53,7.06,577452.00,"44,584,400"
27-Mar-16,7.21,7.32,6.82,7.05,441517.00,"45,577,300"
26-Mar-16,7.44,7.44,7.03,7.21,362976.00,"47,037,100"
25-Mar-16,6.66,7.53,6.59,7.44,878166.00,"42,063,300"
24-Mar-16,6.67,6.69,6.28,6.66,461165.00,"42,140,700"
23-Mar-16,6.1,6.61,6.02,6.59,532087.00,"38,489,700"
22-Mar-16,5.97,6.25,5.91,6.09,287782.00,"37,671,000"
21-Mar-16,6.12,6.46,6.01,6.01,398501.00,"38,624,800"
20-Mar-16,5.77,6.14,5.77,6.12,220354.00,"36,389,900"
19-Mar-16,5.94,6.12,5.78,5.99,261243.00,"37,472,700"
18-Mar-16,5.98,6.17,5.66,5.95,301156.00,"37,683,500"
17-Mar-16,6.33,6.44,5.64,5.98,595131.00,"39,879,100"
16-Mar-16,5.86,6.56,5.77,6.33,953870.00,"36,885,300"
15-Mar-16,5.53,5.92,5.36,5.84,310793.00,"34,795,400"
14-Mar-16,5.68,5.99,5.42,5.54,395433.00,"35,742,700"
13-Mar-16,5.35,6.03,5.31,5.68,738440.00,"33,630,800"
12-Mar-16,5.19,5.39,4.96,5.31,313635.00,"32,617,000"
11-Mar-16,4.93,5.36,4.88,5.15,342455.00,"30,996,500"
10-Mar-16,4.57,5.3,4.49,4.92,476033.00,"28,738,100"
9-Mar-16,4.62,4.71,4.51,4.57,200317.00,"29,000,600"
8-Mar-16,4.29,4.61,4.19,4.6,250496.00,"26,925,200"
7-Mar-16,4.58,4.73,4.3,4.3,305007.00,"28,727,400"
6-Mar-16,4.92,5.14,4.58,4.58,487244.00,"30,831,500"
5-Mar-16,4.62,5.38,4.53,4.87,590483.00,"28,949,900"
4-Mar-16,4.63,5.13,4.35,4.63,657278.00,"29,006,700"
3-Mar-16,3.88,4.84,3.82,4.71,505229.00,"24,286,300"
2-Mar-16,3.9,4.01,3.86,3.88,126503.00,"24,404,300"
1-Mar-16,3.92,4.04,3.81,3.9,195998.00,"24,506,800"
29-Feb-16,4,4.03,3.88,3.92,140688.00,"25,026,700"
28-Feb-16,4.08,4.09,3.94,4,150601.00,"25,488,700"
27-Feb-16,3.98,4.09,3.91,4.08,113700.00,"24,850,600"
26-Feb-16,3.93,4.01,3.82,3.97,77086.00,"24,550,400"
25-Feb-16,4.02,4.04,3.81,3.91,125778.00,"25,097,700"
24-Feb-16,3.8,4.09,3.72,4.02,120323.00,"23,708,800"
23-Feb-16,4.11,4.23,3.74,3.8,214434.00,"25,662,900"
22-Feb-16,4,4.27,3.93,4.2,185000.00,"24,945,400"
21-Feb-16,3.63,4.2,3.6,4,165716.00,"22,636,600"
20-Feb-16,3.51,3.69,3.51,3.64,91429.00,"21,876,300"
19-Feb-16,3.54,3.75,3.47,3.51,120692.00,"22,081,300"
18-Feb-16,3.69,3.77,3.13,3.53,247042.00,"22,963,300"
17-Feb-16,3.47,3.82,3.44,3.68,150307.00,"21,632,400"
16-Feb-16,3.78,4.02,3.48,3.48,180945.00,"23,519,100"
15-Feb-16,3.8,4.17,3.74,3.78,112454.00,"23,666,400"
14-Feb-16,3.8,3.92,3.75,3.8,60426.00,"23,641,000"
13-Feb-16,3.79,3.89,3.57,3.77,120917.00,"23,573,000"
12-Feb-16,3.26,4.04,3.26,3.79,182601.00,"20,278,400"
11-Feb-16,3.78,3.91,3.19,3.26,243649.00,"23,519,900"
10-Feb-16,3.97,4.17,3.78,3.84,193410.00,"24,665,700"
9-Feb-16,4.16,4.19,3.95,3.97,164368.00,"25,846,400"
8-Feb-16,4.18,4.31,4.11,4.16,70569.00,"25,946,900"
7-Feb-16,4.21,4.38,4.14,4.21,108239.00,"26,116,700"
6-Feb-16,4.32,4.32,4.15,4.19,70855.00,"26,780,100"
5-Feb-16,4.29,4.38,4.23,4.28,56705.00,"26,596,100"
4-Feb-16,4.18,4.36,4.12,4.29,100963.00,"25,855,900"
3-Feb-16,4.1,9.34,4.01,4.18,85544.00,"25,379,300"
2-Feb-16,4.14,4.24,4.05,4.11,125829.00,"25,608,100"
1-Feb-16,4.11,4.23,4.01,4.12,61713.00,"25,394,100"
31-Jan-16,4.29,4.32,3.96,4.11,147359.00,"26,487,500"
30-Jan-16,4.39,4.44,4.11,4.29,136278.00,"27,139,800"
29-Jan-16,4.25,4.47,4.06,4.39,126718.00,"26,280,700"
28-Jan-16,4.19,4.37,4.02,4.22,185032.00,"25,868,300"
27-Jan-16,4.49,4.67,4.05,4.2,301964.00,"27,729,200"
26-Jan-16,3.98,4.69,3.88,4.52,298849.00,"24,566,900"
25-Jan-16,4.41,4.41,3.63,4.02,410300.00,"27,208,600"
24-Jan-16,4.51,4.82,4.14,4.4,320311.00,"27,786,800"
23-Jan-16,5.05,5.14,4.22,4.49,677578.00,"31,141,500"
22-Jan-16,5.22,6.29,4.73,5.13,1096190.00,"32,176,900"
21-Jan-16,4.76,5.15,4.52,5.15,289153.00,"29,292,200"
20-Jan-16,3.86,4.83,3.79,4.77,307278.00,"23,761,800"
19-Jan-16,4.4,4.54,3.87,3.87,277216.00,"27,082,100"
18-Jan-16,4.94,4.94,4.27,4.37,464263.00,"30,399,700"
17-Jan-16,3.88,5.19,3.76,4.95,560892.00,"23,866,800"
16-Jan-16,3.34,4.4,3.34,3.89,1878320.00,"20,501,100"
15-Jan-16,3.36,3.71,3.31,3.36,431794.00,"20,643,400"
14-Jan-16,3.1,3.58,3.09,3.4,176887.00,"19,024,300"
13-Jan-16,3.03,3.14,2.97,3.1,57266.00,"18,622,300"
12-Jan-16,3.17,3.17,2.92,3.03,130485.00,"19,455,500"
11-Jan-16,3.28,3.35,3.07,3.15,99815.00,"20,143,400"
10-Jan-16,3.18,3.29,2.83,3.29,167678.00,"19,514,900"
9-Jan-16,3.3,3.37,3.18,3.18,39174.00,"20,252,100"
8-Jan-16,3.41,3.42,3.26,3.31,76706.00,"20,905,100"
7-Jan-16,3.37,3.45,3.31,3.38,116373.00,"20,637,500"
6-Jan-16,3.33,3.4,3.29,3.38,34542.00,"20,334,100"
5-Jan-16,3.32,3.44,3.29,3.33,71861.00,"20,278,200"
4-Jan-16,3.25,3.35,3.24,3.32,65748.00,"19,882,500"
3-Jan-16,3.29,3.35,3.13,3.24,87155.00,"20,114,800"
2-Jan-16,3.38,3.43,3.24,3.28,62353.00,"20,638,600"
1-Jan-16,3.33,3.54,3.24,3.38,98317.00,"20,289,600"
31-Dec-15,3.52,3.61,3.08,3.27,191862.00,"21,459,700"
30-Dec-15,3.09,4.65,3.09,3.52,524544.00,"18,810,200"
29-Dec-15,3.03,3.09,2.92,3.09,141636.00,"18,461,600"
28-Dec-15,2.64,3.05,2.63,2.98,88281.00,"16,067,600"
27-Dec-15,2.73,2.73,2.6,2.65,37590.00,"16,651,400"
26-Dec-15,2.83,2.98,2.68,2.77,96357.00,"17,218,200"
25-Dec-15,2.77,2.94,2.72,2.83,99786.00,"16,851,000"
24-Dec-15,2.53,2.78,2.53,2.77,83730.00,"15,396,800"
23-Dec-15,2.55,2.6,2.48,2.53,51744.00,"15,506,300"
22-Dec-15,2.47,2.6,2.46,2.55,47646.00,"15,026,900"
21-Dec-15,2.5,2.51,2.41,2.47,43767.00,"15,164,400"
20-Dec-15,2.61,2.64,2.46,2.49,39518.00,"15,865,200"
19-Dec-15,2.65,2.69,2.58,2.61,27223.00,"16,074,600"
18-Dec-15,2.61,2.65,2.58,2.65,39821.00,"15,820,500"
17-Dec-15,2.69,2.69,2.57,2.61,40819.00,"16,298,400"
16-Dec-15,2.69,2.73,2.55,2.69,46530.00,"16,315,300"
15-Dec-15,2.69,2.76,2.64,2.68,58882.00,"16,273,500"
14-Dec-15,2.76,2.89,2.68,2.69,102466.00,"16,723,300"
13-Dec-15,2.59,2.75,2.54,2.73,67091.00,"15,679,300"
12-Dec-15,2.7,2.79,2.43,2.58,47864.00,"16,341,800"
11-Dec-15,2.44,2.71,2.44,2.69,46393.00,"14,761,700"
10-Dec-15,2.5,2.52,2.44,2.44,31690.00,"15,122,800"
9-Dec-15,2.41,2.7,2.37,2.51,121460.00,"14,595,600"
8-Dec-15,2.33,2.4,2.28,2.4,44093.00,"14,092,000"
7-Dec-15,2.33,2.38,2.29,2.33,40495.00,"14,054,100"
6-Dec-15,2.32,2.47,2.31,2.34,55270.00,"14,020,800"
5-Dec-15,2.35,2.44,2.29,2.32,61252.00,"14,172,200"
4-Dec-15,2.33,2.36,2.3,2.34,36114.00,"14,082,300"
3-Dec-15,2.19,2.4,2.19,2.34,77349.00,"13,181,700"
2-Dec-15,2.09,2.19,2.03,2.18,45288.00,"12,574,200"
1-Dec-15,2.17,2.18,2.05,2.08,37007.00,"13,063,600"
30-Nov-15,2.15,2.24,2.11,2.17,49178.00,"12,962,300"
29-Nov-15,2.08,2.17,2.07,2.15,26013.00,"12,539,800"
28-Nov-15,2.16,2.16,2.07,2.08,25565.00,"12,978,500"
27-Nov-15,2.18,2.23,2.13,2.16,32579.00,"13,139,500"
26-Nov-15,2.15,2.34,2.12,2.19,58542.00,"12,943,400"
25-Nov-15,2.08,2.16,2.05,2.15,23152.00,"12,497,100"
24-Nov-15,2.14,2.14,2.07,2.08,24757.00,"12,843,100"
23-Nov-15,2.08,2.16,2.05,2.14,31968.00,"12,524,900"
22-Nov-15,2.2,2.22,2.05,2.06,28487.00,"13,216,000"
21-Nov-15,2.23,2.25,2.16,2.2,26400.00,"13,370,600"
20-Nov-15,2.21,2.25,2.13,2.23,28463.00,"13,270,800"
19-Nov-15,2.36,2.36,2.21,2.21,48039.00,"14,143,100"
18-Nov-15,2.26,2.38,2.25,2.36,31679.00,"13,554,600"
17-Nov-15,2.32,2.38,2.22,2.26,59102.00,"13,923,500"
16-Nov-15,2.29,2.38,2.23,2.31,41181.00,"13,731,000"
15-Nov-15,2.38,2.44,2.29,2.31,39255.00,"14,240,200"
14-Nov-15,2.54,2.59,2.36,2.36,66693.00,"15,189,300"
13-Nov-15,2.52,2.6,2.39,2.53,60866.00,"15,103,600"
12-Nov-15,2.28,2.58,2.28,2.54,86587.00,"13,661,200"
11-Nov-15,2.42,2.48,2.14,2.29,96053.00,"14,461,800"
10-Nov-15,2.53,2.63,2.37,2.42,49166.00,"15,127,000"
9-Nov-15,2.54,2.6,2.43,2.53,76637.00,"15,153,000"
8-Nov-15,2.71,2.84,2.53,2.53,55256.00,"16,160,500"
7-Nov-15,2.73,2.84,2.62,2.71,65014.00,"16,269,600"
6-Nov-15,2.55,2.73,2.39,2.7,89250.00,"15,186,900"
5-Nov-15,2.61,2.82,2.25,2.53,131813.00,"15,540,600"
4-Nov-15,2.7,2.85,2.37,2.61,251429.00,"16,069,100"
3-Nov-15,2.61,2.91,2.54,2.69,138710.00,"15,537,000"
2-Nov-15,2.66,2.7,2.43,2.61,88803.00,"15,832,500"
1-Nov-15,2.31,2.78,2.26,2.66,79513.00,"13,720,200"
31-Oct-15,2.54,2.63,2.27,2.31,33529.00,"15,097,200"
30-Oct-15,2.41,2.73,2.37,2.54,118931.00,"14,289,400"
29-Oct-15,2.11,2.42,2.09,2.39,109579.00,"12,549,700"
28-Oct-15,2.12,2.22,2.1,2.14,62319.00,"12,593,200"
27-Oct-15,2.24,2.29,2.04,2.1,112810.00,"13,267,200"
26-Oct-15,2.18,2.24,2.12,2.24,40748.00,"12,895,600"
25-Oct-15,2.26,2.36,2.17,2.17,53908.00,"13,388,800"
24-Oct-15,2.32,2.34,2.16,2.24,69810.00,"13,762,700"
23-Oct-15,2.41,2.44,2.28,2.33,74068.00,"14,270,300"
22-Oct-15,2.28,2.43,2.25,2.41,77999.00,"13,485,100"
21-Oct-15,2.4,2.44,2.27,2.28,54704.00,"14,185,500"
20-Oct-15,2.34,2.44,2.34,2.41,46076.00,"13,844,300"
19-Oct-15,2.37,2.39,2.33,2.34,39396.00,"14,014,900"
18-Oct-15,2.44,2.45,2.33,2.37,21270.00,"14,424,600"
17-Oct-15,2.34,2.47,2.33,2.43,36100.00,"13,814,100"
16-Oct-15,2.25,2.39,2.24,2.34,40319.00,"13,268,900"
15-Oct-15,2.31,2.36,2.21,2.25,80585.00,"13,640,200"
14-Oct-15,2.36,2.4,2.32,2.32,53349.00,"13,900,100"
13-Oct-15,2.34,2.38,2.28,2.35,33118.00,"13,762,200"
12-Oct-15,2.37,2.39,2.29,2.34,22087.00,"13,966,900"
11-Oct-15,2.43,2.43,2.32,2.39,20054.00,"14,270,800"
10-Oct-15,2.36,2.43,2.33,2.43,18355.00,"13,871,000"
9-Oct-15,2.37,2.41,2.32,2.36,28997.00,"13,918,300"
8-Oct-15,2.4,2.43,2.35,2.38,39245.00,"14,109,600"
7-Oct-15,2.39,2.45,2.39,2.4,40949.00,"14,025,500"
6-Oct-15,2.34,2.39,2.32,2.39,23826.00,"13,696,700"
5-Oct-15,2.17,2.43,2.16,2.34,74426.00,"12,716,700"
4-Oct-15,2.17,2.18,2.13,2.17,41353.00,"12,688,900"
3-Oct-15,2.22,2.23,2.14,2.17,50128.00,"12,958,700"
2-Oct-15,2.29,2.32,2.21,2.22,49335.00,"13,376,200"
1-Oct-15,2.34,2.36,2.29,2.29,48612.00,"13,670,100"
30-Sep-15,2.34,2.37,2.34,2.34,36433.00,"13,670,400"
29-Sep-15,2.38,2.4,2.34,2.34,33688.00,"13,889,400"
28-Sep-15,2.37,2.42,2.35,2.38,45147.00,"13,788,900"
27-Sep-15,2.33,2.39,2.33,2.36,26485.00,"13,593,500"
26-Sep-15,2.46,2.46,2.33,2.33,45583.00,"14,288,400"
25-Sep-15,2.44,2.49,2.41,2.45,31730.00,"14,189,600"
24-Sep-15,2.43,2.48,2.38,2.44,36581.00,"14,100,900"
23-Sep-15,2.46,2.53,2.4,2.43,36011.00,"14,314,800"
22-Sep-15,2.36,2.5,2.36,2.46,42311.00,"13,687,600"
21-Sep-15,2.39,2.43,2.32,2.35,84512.00,"13,892,300"
20-Sep-15,2.36,2.59,2.29,2.39,88240.00,"13,694,700"
19-Sep-15,2.46,2.48,2.36,2.36,18461.00,"14,244,500"
18-Sep-15,2.37,2.47,2.35,2.46,36051.00,"13,726,400"
17-Sep-15,2.39,11.43,2.35,2.37,32167.00,"13,827,600"
16-Sep-15,2.32,2.4,2.3,2.37,68240.00,"13,447,900"
15-Sep-15,2.31,2.62,2.29,2.32,46640.00,"13,377,900"
14-Sep-15,2.33,2.35,2.27,2.31,57107.00,"13,491,500"
13-Sep-15,2.43,2.48,2.3,2.34,53764.00,"14,020,100"
12-Sep-15,2.38,2.46,2.35,2.43,37555.00,"13,774,200"
11-Sep-15,2.38,2.43,2.35,2.38,57649.00,"13,730,500"
10-Sep-15,2.44,2.48,2.33,2.38,46341.00,"14,060,100"
9-Sep-15,2.32,2.57,2.32,2.44,64860.00,"13,390,200"
8-Sep-15,2.37,2.41,2.2,2.33,90735.00,"13,624,600"
7-Sep-15,2.49,2.5,2.37,2.38,69592.00,"14,309,400"
6-Sep-15,2.51,2.56,2.47,2.49,28927.00,"14,404,900"
5-Sep-15,2.44,2.53,2.36,2.51,38313.00,"14,037,400"
